title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
"8th Floor Pent-floor 2 Bedrooms Luxury Flat With Bq, Pool And Gym",flat/apartment,"off ahmadu bello way, victoria island (vi), lagos",400000000.0,high,2.0,2.0,200000000.0,2025-11-09,2026-01-10,2025-11,Lagos
"A Prime Commercial Land Of 2,009 Sqm",land,"lateef jakande road, alausa, ikeja, lagos",2200000000.0,high,,,,,2026-01-26,NaT,Lagos
"Luxurious 3 Bedroom Flat & A Room  Bq, Swimming Pool, Elevator & Gym",flat/apartment,"off oba dosumu street, ikeja gra, ikeja, lagos",350000000.0,high,3.0,4.0,116666666.7,,2026-01-26,NaT,Lagos
Luxurious 4 Bedroom Penthouse Duplex With A Room  Bq & Elevator,house,"off issac john street, ikeja gra, ikeja, lagos",480000000.0,high,4.0,5.0,120000000.0,,2026-01-26,NaT,Lagos
"Aesthetically Pleasing 3 Bedroom Apartment  With Swimming Pool, Lift",flat/apartment,"investors delight luxury apartment within a prime location, lekki phase 1, lekki, lagos",400000000.0,high,3.0,3.0,133333333.3,,2026-01-26,NaT,Lagos
Affordable Fully Furnished 4 Bedroom Terrace + Bq,flat/apartment,"lekki phase 1, lekki, lagos",400000000.0,high,4.0,5.0,100000000.0,,2026-01-26,NaT,Lagos
Half Plot,land,"mafoluku, mafoluku, oshodi, lagos",65000000.0,high,,,,,2026-01-26,NaT,Lagos
Block Of 4 Flat,flat/apartment,"mafoluku, mafoluku, oshodi, lagos",170000000.0,high,3.0,2.0,56666666.67,,2026-01-26,NaT,Lagos
Exquisitely Finished 4 Bedroom Fully Detached Duplex With A Room Bq,fully detached,"mende, maryland, lagos",550000000.0,high,4.0,5.0,137500000.0,,2026-01-26,NaT,Lagos
Luxurious & Well Finished 4 Bedroom Fully Detached Duplex With A Rm Bq,fully detached,"mende, maryland, lagos",560000000.0,high,4.0,5.0,140000000.0,,2026-01-26,NaT,Lagos
Self Serviced  3 Bedroom Terrace Duplex With A Solar Inverter And Big,house,"sangotedo, ajah, lagos",110000000.0,high,3.0,,36666666.67,,2026-01-26,NaT,Lagos
Decently Finished Luxury 2 Bed Apartment,flat/apartment,"ologolo, lekki, lagos",140000000.0,high,2.0,2.0,70000000.0,,2026-01-26,NaT,Lagos
Spacious 2- Bedroom Apartment,flat/apartment,"ologolo, lekki, lagos",125000000.0,high,2.0,2.0,62500000.0,,2026-01-26,NaT,Lagos
Brand New Luxury 3 Bedroom Apartment Semi-finished,flat/apartment,"julius berger clinic, life camp, abuja",55000000.0,high,3.0,3.0,18333333.33,,2026-01-26,NaT,Abuja
Full Plot Of Land,land,"off owoseni, oshodi, lagos",150000000.0,high,,,,,2026-01-26,NaT,Lagos
4 Bedroom Duplex,house,"kolapo ishola gra, ibadan, oyo",200000000.0,high,4.0,4.0,50000000.0,,2026-01-26,NaT,Oyo
Luxury 4 Bedroom Duplex,house,"carlton gate estate, ibadan, oyo",170000000.0,high,4.0,,42500000.0,2026-10-01,2026-01-26,2026-10,Oyo
"Luxurious 4 Bedroom Terrace Duplex With A Room Bq, Swimming Pool & Gym",house,"off issac john street, ikeja gra, ikeja, lagos",550000000.0,high,4.0,5.0,137500000.0,2026-08-01,2026-01-26,2026-08,Lagos
Luxurious Smart Home 5 Bedroom Fully Detached With Private Elevator,fully detached,"off issac john street, ikeja gra, ikeja, lagos",1250000000.0,high,5.0,6.0,250000000.0,2026-12-01,2026-01-26,2026-12,Lagos
"Aesthetically Pleasing 3 Bedroom Apartment  With Swimming Pool, Lift",flat/apartment,"investors delight luxury apartment within a prime location, lekki phase 1, lekki, lagos",400000000.0,high,3.0,3.0,133333333.3,,2026-01-26,NaT,Lagos
Exclusive 5 Bedroom Detached Duplex With A Bq In A Serene Neighborhood,detached duplex,"osapa, lekki, lagos",450000000.0,high,5.0,6.0,90000000.0,,2026-01-26,NaT,Lagos
Luxurious 5 Bedroom Detached Duplex With A Bq And A Pool,detached duplex,"osapa, lekki, lagos",750000000.0,high,5.0,6.0,150000000.0,,2026-01-26,NaT,Lagos
"Best Buy 5 Bedroom Semi Detached Duplex With Swimming Pool, Bq",semi detached duplex,"within the highly sought-after, victory park estate, osapa, lekki, lagos",450000000.0,high,5.0,5.0,90000000.0,,2026-01-26,NaT,Lagos
Newly Built 2 Bedroom Apartment With Spacious Ensuite Rooms,flat/apartment,"ologolo, lekki, lagos",150000000.0,high,2.0,2.0,75000000.0,,2026-01-26,NaT,Lagos
Decently Finished Luxury 2 Bed Apartment,flat/apartment,"ologolo, lekki, lagos",140000000.0,high,2.0,2.0,70000000.0,,2026-01-26,NaT,Lagos
Astonishing 4 Bedroom Semi Detached Duplex With A Bq,semi detached duplex,"idado, lekki, lagos",250000000.0,high,4.0,5.0,62500000.0,,2026-01-26,NaT,Lagos
Ultra Luxury 5bedroom Duplex,house,"old ikoyi, ikoyi, lagos",1500000000.0,high,5.0,,300000000.0,,2026-01-26,NaT,Lagos
"Affordable 5 Bedroom Fully Detached Duplex With Bq, Gate House",fully detached,"ikate, lekki, lagos",320000000.0,high,5.0,6.0,64000000.0,,2026-01-26,NaT,Lagos
"Spacious 5-bedroom Detached Duplex With Bq, Gate House",detached duplex,"ikate, lekki, lagos",320000000.0,high,5.0,6.0,64000000.0,,2026-01-26,NaT,Lagos
Fenced 568sqm Of Land,land,"brooks estate, gra phase 2, magodo, lagos",450000000.0,high,,,,2025-12-12,2026-01-16,2025-12,Lagos
Brand New 5 Bedroom Fully Detached Duplex,fully detached,"chevron, lekki, lagos",450000000.0,high,5.0,6.0,90000000.0,,2026-01-26,NaT,Lagos
Tastefully Built 5 Bedroom Fully Detached Duplex With Bq,fully detached,"ikota lagos, lekki, lagos",460000000.0,high,5.0,6.0,92000000.0,,2026-01-26,NaT,Lagos
Ã¯Â¸Âluxury 5 Bed Fully Detached Duplex With  Swimming Pool And BqÃ¯Â¸Â,fully detached,"ikoyi, ikoyi, lagos",4000000000.0,high,5.0,5.0,800000000.0,,2026-01-26,NaT,Lagos
2 Bedroom Apartment,flat/apartment,"ipaja, lagos",63000000.0,high,2.0,2.0,31500000.0,2025-06-10,2026-01-26,2025-06,Lagos
Exquisite 5 Bedroom Detached Duplex With A Bq And Pool,detached duplex,"chevron toll gate, lekki, lagos",480000000.0,high,5.0,6.0,96000000.0,,2026-01-26,NaT,Lagos
4 Bedroom Terrace + Bq + Swimming Pool,flat/apartment,"parkview, ikoyi, lagos",1050000000.0,high,4.0,4.0,262500000.0,,2026-01-10,NaT,Lagos
"Luxury Well Built Serviced 2bedroom Apartment With Elevator,pool &gym",flat/apartment,"lekki phase 1, lekki phase 1, lekki, lagos",230000000.0,high,2.0,3.0,115000000.0,,2026-01-26,NaT,Lagos
4 Bedroom Terrace Duplex,house,"freedom way, lekki phase 1, lekki phase 1, lekki, lagos",550000000.0,high,4.0,4.0,137500000.0,,2026-01-26,NaT,Lagos
4 Bedroom Semi Detached House,semi detached duplex,"freedom way, lekki phase 1, lekki, lagos",650000000.0,high,4.0,4.0,162500000.0,,2026-01-26,NaT,Lagos
4 Bedroom Detached Duplex,detached duplex,"osapa, lekki, lagos",210000000.0,high,4.0,,52500000.0,,2026-01-26,NaT,Lagos
Luxury 5 Bedroom,flat/apartment,"banana island, ikoyi, lagos",2000000000.0,high,5.0,5.0,400000000.0,,2026-01-26,NaT,Lagos
"Modern Luxury 2 Bedroom Apartment With Elevator, Gym, Lounge, Concierge",flat/apartment,"adeniyi jones, ikeja, lagos",150000000.0,high,2.0,2.0,75000000.0,2025-06-12,2026-01-26,2025-06,Lagos
Lovely 4 Bedroom Semi Detached Duplex Plus Bq,semi detached duplex,"ikota, lekki, lagos",180000000.0,high,4.0,5.0,45000000.0,,2026-01-26,NaT,Lagos
Exquisite Luxury 3 Bedroom Apartment With Bq & Gym In A Secured Estate,flat/apartment,"ikate, lekki, lagos",250000000.0,high,3.0,3.0,83333333.33,,2026-01-26,NaT,Lagos
2 Bedroom Apartment,flat/apartment,"ikate, ikate, lekki, lagos",160000000.0,high,2.0,2.0,80000000.0,,2026-01-26,NaT,Lagos
"Exclusive Living: 5-bedroom Duplex With Cinema, Gym & Pool",house,"chervon, lekki, lagos",600000000.0,high,5.0,5.0,120000000.0,,2026-01-26,NaT,Lagos
3 Bedroom Apartment With Bq,flat/apartment,"wuye, abuja",160000000.0,high,3.0,3.0,53333333.33,,2026-01-26,NaT,Abuja
Newly Built 3 Bedroom Apartment With Bq,flat/apartment,"wuye, abuja",180000000.0,high,3.0,3.0,60000000.0,,2026-01-26,NaT,Abuja
A Full Plot Of Land,land,"seaside estate, ajah, lagos",50000000.0,mid,,,,,2026-01-26,NaT,Lagos
Luxurious 5 Bedroom Fully Detached House,fully detached,"mojisola, off banana island road, ikoyi, lagos",2400000000.0,high,5.0,5.0,480000000.0,,2026-01-26,NaT,Lagos
Lovely 3 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"ikeja, lagos",370000000.0,high,3.0,4.0,123333333.3,,2026-01-26,NaT,Lagos
Newly Built 3 Bedroom Apartment + Bq In A Peaceful Neighborhood,flat/apartment,"in a secured and peaceful estate, yaba, lagos",195000000.0,high,3.0,3.0,65000000.0,,2026-01-26,NaT,Lagos
Luxury 4-bedroom Duplex Ensuite Attached With 2 Units Of 2 Bedroom,house,"road 3, fagun estate, ondo west, ondo",80000000.0,high,8.0,,10000000.0,,2026-01-26,NaT,Ondo
Luxury 3 Bedroom Bungalow,bungalow,"rd13, fagun estate, ondo west, ondo",150000000.0,high,3.0,,50000000.0,,2026-01-26,NaT,Ondo
"Statement 5-bedroom Home With Pool, Cinema & Gym",flat/apartment,"chevron, lekki, lagos",650000000.0,high,5.0,6.0,130000000.0,,2026-01-26,NaT,Lagos
3 Bedroom Bungalow With Bq,bungalow,"solace city bungalow elerengbe, ibeju lekki, lagos",69000000.0,high,3.0,4.0,23000000.0,,2026-01-22,NaT,Lagos
4 Bedroom Terrace + Bq + Swimming Pool,flat/apartment,"parkview, ikoyi, lagos",1050000000.0,high,4.0,4.0,262500000.0,,2026-01-10,NaT,Lagos
4 Bedroom Duplex With A Room Bq,house,"ogba gra ikeja, ogba, ikeja, lagos",300000000.0,high,4.0,4.0,75000000.0,,2026-01-26,NaT,Lagos
7 Bedroom Duplex,house,"off allen avenue ikeja lagos, allen, ikeja, lagos",275000000.0,high,7.0,7.0,39285714.29,,2026-01-26,NaT,Lagos
",4 Numbers Of 3 Bedroom Flat Inside An Estate Video Available",flat/apartment,"inside an estate very secured, fagba, agege, lagos",250000000.0,high,3.0,3.0,83333333.33,,2026-01-26,NaT,Lagos
"Investment Opportunities, Land For Home Ownership",land,"shiloh gardens estate, phase 2, independence layout, enugu, enugu",15000000.0,mid,,,,,2026-01-26,NaT,Enugu
"Modern Luxury 2 Bedroom Apartment With Elevator, Gym, Lounge, Concierge",flat/apartment,"adeniyi jones, ikeja, lagos",150000000.0,high,2.0,2.0,75000000.0,2025-06-12,2026-01-26,2025-06,Lagos
Newly Built 4 Bedroom Detached Duplex With Bq,detached duplex,"opic, isheri north, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-26,NaT,Lagos
"Luxury Spacious 3&4 Bedroom Terrace Duplex With Gym, Pool & Playground",house,"mobil road, ilaje, ajah, lagos",120000000.0,high,3.0,3.0,40000000.0,,2026-01-26,NaT,Lagos
"Newly Built Exquisite 5 Bedrooms Fully Detached Duplex, All En-suite",fully detached,"gra, enugu, enugu",230000000.0,high,5.0,5.0,46000000.0,2025-03-07,2026-01-26,2025-03,Enugu
6 Bedroom Fully Detached Triplex With Bq Space (healthy Home),fully detached,"new enugu, enugu, enugu",420000000.0,high,6.0,6.0,70000000.0,2025-09-06,2026-01-26,2025-09,Enugu
4 Bedrooms Detached Duplex With Bq,detached duplex,"upper north, enugu, enugu",200000000.0,high,4.0,4.0,50000000.0,2025-06-06,2026-01-26,2025-06,Enugu
Newly Built 2 Units Of Exquisite 4 Bedroom Fully Detached Smart Duplex,fully detached,"enugu, enugu",170000000.0,high,4.0,4.0,42500000.0,,2026-01-26,NaT,Enugu
Contemporary 4 Bedrooms Duplex With A Boys Quarter And A Rooftop,house,"enugu, enugu",230000000.0,high,4.0,4.0,57500000.0,,2026-01-26,NaT,Enugu
2 Bedroom Apartment Complex,flat/apartment,"awka, anambra",186000000.0,high,2.0,2.0,93000000.0,2025-08-04,2026-01-26,2025-08,Anambra
Affordable Plots Of Residential Land,land,"bethel court estate, agu, awka, anambra",45000000.0,mid,,,,,2026-01-26,NaT,Anambra
50 Rooms Hotel With 150 Capacity Conference,hotel / guest house,"new heaven, enugu, enugu",4000000000.0,high,40.0,,100000000.0,,2026-01-26,NaT,Enugu
Fully Functional Hotel,hotel / guest house,"zoe international hotel, owerri municipal, imo",2000000000.0,high,50.0,50.0,40000000.0,,2026-01-26,NaT,Imo
4 Bedroom Duplex,house,"valley estate gra, enugu, enugu",300000000.0,high,4.0,5.0,75000000.0,,2026-01-26,NaT,Enugu
"Ultra Luxury 2 Bedroom With Pool, Elevator, Concierge, Gym, Lounge",flat/apartment,"ajao estate, airport road, ikeja, lagos",130000000.0,high,2.0,2.0,65000000.0,,2026-01-04,NaT,Lagos
Premium Home In Lekki: 5-bedroom Detached Duplex,detached duplex,"chervon, lekki, lagos",350000000.0,high,5.0,5.0,70000000.0,,2026-01-26,NaT,Lagos
"Exclusive Living: 5-bedroom Duplex With Cinema, Gym & Pool",house,"chervon, lekki, lagos",600000000.0,high,5.0,5.0,120000000.0,,2026-01-26,NaT,Lagos
4 Bedroom Semi Detached Duplex With Seperate Mix Use Studio,semi detached duplex,"ikate, lekki, lagos",350000000.0,high,4.0,4.0,87500000.0,2025-06-11,2026-01-16,2025-06,Lagos
Luxury 2 Bedroom Apartment Back Unit,flat/apartment,"lekki phase 1, lekki, lagos",300000000.0,high,2.0,3.0,150000000.0,,2026-01-22,NaT,Lagos
Luxury 2 Bedroom Apartment Front Unit,flat/apartment,"lekki phase 1, lekki, lagos",350000000.0,high,2.0,3.0,175000000.0,,2026-01-21,NaT,Lagos
"Affordable Plots In Our Estate With Good Payment Plan, 1m Deposit",land,"oxford heights estate, awoyaya, ibeju lekki, lagos",9000000.0,low,,,,,2026-01-26,NaT,Lagos
Luxury 3 Bedroom Block Of Flat,flat/apartment,"behind blenco, sangotedo, ajah, lagos",260000000.0,high,3.0,,86666666.67,,2026-01-26,NaT,Lagos
Brand New Tastefully Built And Finished Three Bedrooms Flat With Bq,flat/apartment,"katampe (main), katampe, abuja",130000000.0,high,3.0,4.0,43333333.33,,2026-01-26,NaT,Abuja
Standard Two Bedroom Flat,flat/apartment,"katampe (main), katampe, abuja",120000000.0,high,2.0,2.0,60000000.0,,2026-01-26,NaT,Abuja
Brand New Three Bedrooms Flat With Bq,flat/apartment,"katampe (main), katampe, abuja",110000000.0,high,4.0,4.0,27500000.0,,2026-01-26,NaT,Abuja
Newly Built 4 Bedroom Detached Duplex With Bq,detached duplex,"opic, isheri north, lagos",250000000.0,high,4.0,4.0,62500000.0,,2026-01-26,NaT,Lagos
Buildable And Livable Estate Plot,land,"diamond estate, apo tafyi district, apo, abuja",25000000.0,mid,,,,,2026-01-26,NaT,Abuja
C Of O Land Already Built Up With Security & Infrastructures,land,"lekki aviation town, ibeju lekki, lagos",60000000.0,high,,,,2025-10-01,2026-01-16,2025-10,Lagos
Plam Oil Is The New Gold!! Own An Oil Plantation. 15 Plots,land,"ilu-aseyori, ewekoro, ogun",10600000.0,mid,,,,,2026-01-26,NaT,Ogun
Beautifully Finished 3 Bedroom Terrace With Bq And Inverter,flat/apartment,"ajah, lagos",105000000.0,high,3.0,3.0,35000000.0,,2026-01-26,NaT,Lagos
Gorgeously Finished Luxury 5 Bedroom Fully Detached Duplex With Swi,fully detached,"chevron, lekki, lagos",600000000.0,high,5.0,5.0,120000000.0,,2026-01-26,NaT,Lagos
Gloriously Finished 4 Bedroom Fully Detached Duplex With Swimming P,fully detached,"ajah, lagos",240000000.0,high,4.0,4.0,60000000.0,,2026-01-26,NaT,Lagos
Spacious Three Bedroom Fully Detached Bungalow With Bq And Shop,fully detached,"mararaba, abuja",38000000.0,mid,3.0,3.0,12666666.67,2025-09-11,2026-01-26,2025-09,Abuja
Newly Built 3bedroom Apartment With Bq,flat/apartment,"dakibiyu, abuja",135000000.0,high,3.0,3.0,45000000.0,,2026-01-26,NaT,Abuja
"Newly Built Exquisite 5 Bedrooms Fully Detached Duplex, All En-suite",fully detached,"gra, enugu, enugu",230000000.0,high,5.0,5.0,46000000.0,2025-03-07,2026-01-26,2025-03,Enugu
Luxury 6-bedroom Fully Detached House,fully detached,"banana island, ikoyi, lagos",4500000000.0,high,6.0,7.0,750000000.0,2025-02-04,2026-01-23,2025-02,Lagos
Luxury 3 Bedroom Apartment With Swimming Pool And Gym,flat/apartment,"lekki phase 1, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-22,NaT,Lagos
Spacious 2 Bedroom Newly Built Apartment With Pool And Gym At Lekki 1,flat/apartment,"off admiralty way, lekki phase 1, lekki, lagos",230000000.0,high,2.0,2.0,115000000.0,,2026-01-26,NaT,Lagos
Spacious 2 Bedroom Serviced Apartment With Gym Available For At Ikate,flat/apartment,"off freedom way, ikate elegushi, lekki, lagos",180000000.0,high,2.0,2.0,90000000.0,,2026-01-26,NaT,Lagos
Very Spacious 4bedroom Terrace House At Oniru Lagos,flat/apartment,"oniru lagos, oniru, victoria island (vi), lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-26,NaT,Lagos
"Luxurious 4-bedroom Terrace Duplex In Kaura, Abuja",house,"opposite brickhall school, kaura, abuja",250000000.0,high,4.0,,62500000.0,,2026-01-26,NaT,Abuja
Luxury Hotel,hotel / guest house,"guzape district, abuja",6000000000.0,high,,,,,2026-01-26,NaT,Abuja
8units Of 3bedroom,flat/apartment,"life camp, abuja",1600000000.0,high,,,,,2026-01-26,NaT,Abuja
Distress Alert 4- Bedroom Terrace Duplex In Highly Recommended Area,house,"wuye main, wuye, abuja",310000000.0,high,4.0,5.0,77500000.0,2025-04-07,2026-01-26,2025-04,Abuja
Elegant 5bedroom,flat/apartment,"katampe, abuja",1900000000.0,high,5.0,5.0,380000000.0,,2026-01-26,NaT,Abuja
2bedroom Apartment,flat/apartment,"life camp, abuja",55000000.0,high,2.0,2.0,27500000.0,,2026-01-26,NaT,Abuja
Beautiful Hotel,hotel / guest house,"mabushi, abuja",2500000000.0,high,,,,,2026-01-26,NaT,Abuja
Buildable And Livable Estate Plot,land,"diamond estate, apo tafyi district, apo, abuja",25000000.0,mid,,,,,2026-01-26,NaT,Abuja
C Of O Land Already Built Up With Security & Infrastructures,land,"lekki aviation town, ibeju lekki, lagos",60000000.0,high,,,,2025-10-01,2026-01-16,2025-10,Lagos
Plam Oil Is The New Gold!! Own An Oil Plantation. 15 Plots,land,"ilu-aseyori, ewekoro, ogun",10600000.0,mid,,,,,2026-01-26,NaT,Ogun
Beautifully Finished 3 Bedroom Terrace With Bq And Inverter,flat/apartment,"ajah, lagos",105000000.0,high,3.0,3.0,35000000.0,,2026-01-26,NaT,Lagos
Fully Furnished 5 Bedrooms Duplex,house,"peaceville estate, idado, lekki, lagos",1500000000.0,high,5.0,6.0,300000000.0,,2026-01-23,NaT,Lagos
Fully Automated 5 Bedroom Maisonette With Bq,flat/apartment,"lekki phase 1, lekki phase 1, lekki, lagos",675000000.0,high,5.0,5.0,135000000.0,,2026-01-26,NaT,Lagos
Luxury 3 Bedroom Apartment With Swimming Pool And Gym,flat/apartment,"lekki phase 1, lekki, lagos",350000000.0,high,3.0,3.0,116666666.7,,2026-01-22,NaT,Lagos
Spacious 2 Bedroom Newly Built Apartment With Pool And Gym At Lekki 1,flat/apartment,"off admiralty way, lekki phase 1, lekki, lagos",230000000.0,high,2.0,2.0,115000000.0,,2026-01-26,NaT,Lagos
New Beautifully Built 5-bedroom Fully Detached Duplex With Bq,fully detached,"osapa, lekki, lagos",300000000.0,high,5.0,5.0,60000000.0,,2026-01-26,NaT,Lagos
875sqm,land,"shoreline estate, old ikoyi, ikoyi, lagos",4500000000.0,high,,,,,2026-01-26,NaT,Lagos
Spacious 4bedroom,flat/apartment,"old gra, port harcourt, rivers",550000000.0,high,4.0,4.0,137500000.0,,2026-01-26,NaT,Rivers
Very Spacious 8bedrooms,flat/apartment,"old gra, port harcourt, rivers",1500000000.0,high,8.0,,187500000.0,,2026-01-26,NaT,Rivers
Lovely 2 Bedroom Apartment,flat/apartment,"ikate, ikate, lekki, lagos",160000000.0,high,2.0,2.0,80000000.0,,2026-01-26,NaT,Lagos
Hotel,hotel / guest house,"port harcourt, rivers",75000000.0,high,24.0,,3125000.0,,2026-01-26,NaT,Rivers
27units Of  5bedrooms,flat/apartment,"peter odili road, port harcourt, rivers",12000000000.0,high,27.0,,444444444.4,,2026-01-26,NaT,Rivers
On-going Construction Of 18 Units Of 2-bedroom Apartment,flat/apartment,"old bodija, ibadan, oyo",70000000.0,high,2.0,,35000000.0,,2026-01-23,NaT,Oyo
Fully Detached 4 Bedroom Duplex,fully detached,"carlton gate estate, kolapo ishola gra, akobo, ibadan, oyo",200000000.0,high,4.0,,50000000.0,,2026-01-23,NaT,Oyo
Terraced 5 Bedroom Penthouse With Bq,flat/apartment,"carlton gate estates, kolapo ishola gra, ibadan, oyo",250000000.0,high,5.0,,50000000.0,,2026-01-19,NaT,Oyo
2700sqm,land,"off queens drive, ikoyi, lagos",3600000.0,low,,,,,2026-01-26,NaT,Lagos
"1,600sqm Of Land",land,"off queen's drive, ikoyi, lagos",6500000000.0,high,,,,,2026-01-26,NaT,Lagos
1200sqm,land,"admiralty way, lekki, lagos",3800000000.0,high,,,,,2026-01-26,NaT,Lagos
"Luxurious 4-bedroom Terrace Duplex In Kaura, Abuja",house,"opposite brickhall school, kaura, abuja",250000000.0,high,4.0,,62500000.0,,2026-01-26,NaT,Abuja
Luxury Hotel,hotel / guest house,"guzape district, abuja",6000000000.0,high,,,,,2026-01-26,NaT,Abuja
8units Of 3bedroom,flat/apartment,"life camp, abuja",1600000000.0,high,,,,,2026-01-26,NaT,Abuja
Luxury Finished 7 Bedroom Fully Detached Duplex With Swimming Pool,fully detached,"efab metropolis estate, gwarinpa, abuja",550000000.0,high,7.0,8.0,78571428.57,,2025-12-29,NaT,Abuja
Lovely 3 Bedroom Apartment With Gym And Elevator,flat/apartment,"lekki phase 1, lekki phase 1, lekki, lagos",480000000.0,high,3.0,3.0,160000000.0,,2026-01-25,NaT,Lagos
Luxury 5 Bedroom Detached Duplex With Pool And Cinema,detached duplex,"lekki phase 1, lekki, lagos",700000000.0,high,5.0,5.0,140000000.0,,2026-01-25,NaT,Lagos
Spacious 1 Bedroom With Pool And Elevator,flat/apartment,"lekki phase 1, lekki, lagos",230000000.0,high,1.0,2.0,230000000.0,,2026-01-25,NaT,Lagos
Stunning 5 Bedroom Detached Duplex With Swimming Pool And Bq,detached duplex,"lekki phase 1, lekki phase 1, lekki, lagos",1200000000.0,high,5.0,5.0,240000000.0,,2026-01-26,NaT,Lagos
Fully Automated 5 Bedroom Maisonette With Bq,flat/apartment,"lekki phase 1, lekki phase 1, lekki, lagos",675000000.0,high,5.0,5.0,135000000.0,,2026-01-26,NaT,Lagos
5 Bedroom Semi Detached Duplex,semi detached duplex,"gra, ogudu, lagos",550000000.0,high,5.0,6.0,110000000.0,,2026-01-26,NaT,Lagos
The Perfect One-studio Apartment For Stylish Living,flat/apartment,"off monastery road, sangotedo, ajah, lagos",94200000.0,high,1.0,,94200000.0,,2026-01-26,NaT,Lagos
Luxury Land With C Of O Suitable,land,"vista city estate,  monastery road axis, sangotedo, ajah, lagos",40000000.0,mid,,,,,2026-01-26,NaT,Lagos
